club_name,age
AC Milan,24.47222222222222
AC Siena,24.78723404255319
ACF Fiorentina,26.09375
AS Livorno,26.473684210526315
AS Roma,24.88888888888889
Ascoli Calcio 1898,25.890625
Atalanta BC,24.03030303030303
Cagliari Calcio,24.5
Calcio Catania,25.36111111111111
Chievo Verona,24.94736842105263
Empoli FC,23.20689655172414
Inter Milan,23.980392156862745
FC Messina Peloro,26.46
Parma FC,24.451612903225808
Reggina Calcio,24.714285714285715
SS Lazio,23.91891891891892
Torino FC,26.90909090909091
UC Sampdoria,25.224489795918366
US Palermo,24.906976744186046
Udinese Calcio,22.69811320754717
